text                                                                   , label
slot 3 needs maintenance                                               , 11
slot 4 needs maintenance                                               , 11
slot 5 needs maintenance                                               , 11
slot 6 needs maintenance                                               , 11
slot 7 needs maintenance                                               , 11
slot 8 needs maintenance                                               , 11
slot 9 needs maintenance                                               , 11
slot 10 needs maintenance                                              , 11
maintenance slot 1                                                     , 11
maintenance slot 2                                                     , 11
maintenance slot 3                                                     , 11
maintenance slot 4                                                     , 11
maintenance slot 5                                                     , 11
maintenance slot 6                                                     , 11
maintenance slot 7                                                     , 11
maintenance slot 8                                                     , 11
maintenance slot 9                                                     , 11
maintenance slot 10                                                    , 11
maintenance 1                                                          , 11
maintenance 2                                                          , 11
maintenance 3                                                          , 11
maintenance 4                                                          , 11
maintenance 5                                                          , 11
maintenance 6                                                          , 11
maintenance 7                                                          , 11
maintenance 8                                                          , 11
maintenance 9                                                          , 11
maintenance 10                                                         , 11
close slot 1 for maintenance                                           , 11
close slot 2 for maintenance                                           , 11
close slot 3 for maintenance                                           , 11
close slot 4 for maintenance                                           , 11
close slot 5 for maintenance                                           , 11
close slot 6 for maintenance                                           , 11
close slot 7 for maintenance                                           , 11
close slot 8 for maintenance                                           , 11
close slot 9 for maintenance                                           , 11
close slot 10 for maintenance                                          , 11
slot 1 under maintenance                                               , 11
slot 2 under maintenance                                               , 11
slot 3 under maintenance                                               , 11
slot 4 under maintenance                                               , 11
slot 5 under maintenance                                               , 11
slot 6 under maintenance                                               , 11
slot 7 under maintenance                                               , 11
slot 8 under maintenance                                               , 11
slot 9 under maintenance                                               , 11
slot 10 under maintenance                                              , 11
disable slot 1                                                         , 11
disable slot 2                                                         , 11
disable slot 3                                                         , 11
disable slot 4                                                         , 11
disable slot 5                                                         , 11
disable slot 6                                                         , 11
disable slot 7                                                         , 11
disable slot 8                                                         , 11
disable slot 9                                                         , 11
disable slot 10                                                        , 11
close slot 1                                                           , 11
close slot 2                                                           , 11
close slot 3                                                           , 11
close slot 4                                                           , 11
close slot 5                                                           , 11
close slot 6                                                           , 11
close slot 7                                                           , 11
close slot 8                                                           , 11
close slot 9                                                           , 11
close slot 10                                                          , 11
show maintenance slots                                                 , 12
show all maintenance slots                                             , 12
list maintenance slots                                                 , 12
list all maintenance slots                                             , 12
get maintenance slots                                                  , 12
get all maintenance slots                                              , 12
display maintenance slots                                              , 12
display all maintenance slots                                          , 12
show me maintenance slots                                              , 12
show me all maintenance slots                                          , 12
which slots are in maintenance                                         , 12
which slots are under maintenance                                      , 12
what slots are in maintenance                                          , 12
what slots are under maintenance                                       , 12
show slots in maintenance                                              , 12
show slots under maintenance                                           , 12
list slots in maintenance                                              , 12
list slots under maintenance                                           , 12
get slots in maintenance                                               , 12
get slots under maintenance                                            , 12
display slots in maintenance                                           , 12
display slots under maintenance                                        , 12
show me slots in maintenance                                           , 12
show me slots under maintenance                                        , 12
maintenance slots                                                      , 12
slots in maintenance                                                   , 12
slots under maintenance                                                , 12
which are in maintenance                                               , 12
which are under maintenance                                            , 12
what are in maintenance                                                , 12
what are under maintenance                                             , 12
show maintenance                                                       , 12
list maintenance                                                       , 12
get maintenance                                                        , 12
display maintenance                                                    , 12
show me maintenance                                                    , 12
maintenance list                                                       , 12
maintenance status                                                     , 12
check maintenance                                                      , 12
check maintenance slots                                                , 12
find maintenance slots                                                 , 12
find slots in maintenance                                              , 12
find slots under maintenance                                           , 12
search maintenance slots                                               , 12
search slots in maintenance                                            , 12
search slots under maintenance                                         , 12
how many in maintenance                                                , 12
how many under maintenance                                             , 12
how many maintenance slots                                             , 12
count maintenance slots                                                , 12
count slots in maintenance                                             , 12
count slots under maintenance                                          , 12
show closed slots                                                      , 12
show disabled slots                                                    , 12
list closed slots                                                      , 12
list disabled slots                                                    , 12
get closed slots                                                       , 12
get disabled slots                                                     , 12
which slots are closed                                                 , 12
which slots are disabled                                               , 12
what slots are closed                                                  , 12
what slots are disabled                                                , 12
closed slots                                                           , 12
disabled slots                                                         , 12
slots that are closed                                                  , 12
slots that are disabled                                                , 12
show me closed slots                                                   , 12
show me disabled slots                                                 , 12
show me the maintenance slots                                          , 12
show me the closed slots                                               , 12
show me the disabled slots                                             , 12
list the maintenance slots                                             , 12
list the closed slots                                                  , 12
list the disabled slots                                                , 12
get the maintenance slots                                              , 12
get the closed slots                                                   , 12
get the disabled slots                                                 , 12
display the maintenance slots                                          , 12
display the closed slots                                               , 12
display the disabled slots                                             , 12
which slots need maintenance                                           , 12
what slots need maintenance                                            , 12
slots that need maintenance                                            , 12
show slots that need maintenance                                       , 12
list slots that need maintenance                                       , 12
show me slots that need maintenance                                    , 12
show me which slots are in maintenance                                 , 12
show me which slots are under maintenance                              , 12
show me which slots need maintenance                                   , 12
tell me which slots are in maintenance                                 , 12
tell me which slots are under maintenance                              , 12
tell me which slots need maintenance                                   , 12
Hi! You can ask me things like 'show available slots' or 'book slot 3'., 13
What's the weather?                                                    , 13
Tell me a joke                                                         , 13
What's your name?                                                      , 13
asdfjkl;                                                               , 13
blah blah blah                                                         , 13
Slot 10 has been released successfully.                                , 13
Returned status for slot 10.                                           , 13
Hello                                                                  , 13
Hi                                                                     , 13
Good morning                                                           , 13
You're dumb                                                            , 13
This is cool                                                           , 13
Help me                                                                , 13
How does this work?                                                    , 13
What can you do?                                                       , 13
good job                                                               , 13
thanks                                                                 , 13
bye                                                                    , 13
see ya                                                                 , 13
this is stupid                                                         , 13
you are wrong                                                          , 13
stop                                                                   , 13
cancel                                                                 , 13
exit                                                                   , 13
quit                                                                   , 13
what is this                                                           , 13
who made you                                                           , 13
what time is it                                                        , 13
what's the date                                                        , 13
parking                                                                , 13
car                                                                    , 13
slot                                                                   , 13
hello there                                                            , 13
goodbye                                                                , 13
thanks for the help                                                    , 13
this is awesome                                                        , 13
you're smart                                                           , 13
great                                                                  , 13
cool                                                                   , 13
nice                                                                   , 13
okay                                                                   , 13
ok                                                                     , 13
sure                                                                   , 13
whatever                                                               , 13
i don't know                                                           , 13
i don't care                                                           , 13
test                                                                   , 13
testing                                                                , 13
1 2 3                                                                  , 13
abc                                                                    , 13
why                                                                    , 13
how                                                                    , 13
when                                                                   , 13
where                                                                  , 13
who                                                                    , 13
what                                                                   , 13
[silence]                                                              , 13
(cough)                                                                , 13
(laughter)                                                             , 13
(background noise)                                                     , 13
this isn't working                                                     , 13
i hate this                                                            , 13
you're not helping                                                     , 13
is this a bot                                                          , 13
are you human                                                          , 13
what is your purpose                                                   , 13
i need help with something else                                        , 13
can you order food                                                     , 13
play music                                                             , 13
turn on the lights                                                     , 13
what's the capital of France                                           , 13
how old are you                                                        , 13
do you like me                                                         , 13
this is frustrating                                                    , 13
i give up                                                              , 13
one more time                                                          , 13
please                                                                 , 13
can you repeat that                                                    , 13
i don't understand                                                     , 13
speak louder                                                           , 13
what did you say                                                       , 13
huh                                                                    , 13
eh                                                                     , 13
what was that                                                          , 13
i missed that                                                          , 13
say it again                                                           , 13
what                                                                   , 13
pardon                                                                 , 13
excuse me                                                              , 13
hello world                                                            , 13
foo bar                                                                , 13
test 123                                                               , 13
